country_or_area,commodity_transaction,year,unit,quantity,quantity_footnotes,category
Azerbaijan,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",595,,total_electricity
Belarus,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",300,,total_electricity
Belgium,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",806,,total_electricity
Bosnia and Herzegovina,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",61,,total_electricity
Botswana,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",6,,total_electricity
Bulgaria,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",260,,total_electricity
Colombia,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",70,,total_electricity
CÇïte d'Ivoire,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",46,,total_electricity
Croatia,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",81,,total_electricity
Cyprus,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",5,,total_electricity
Czechia,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",366,,total_electricity
Denmark,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",357,,total_electricity
El Salvador,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",1,,total_electricity
Estonia,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",78,,total_electricity
Finland,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",433,,total_electricity
France,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",2135,,total_electricity
Gabon,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",92,,total_electricity
Georgia,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",371,,total_electricity
Greece,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",1,,total_electricity
Greenland,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",7.7271,,total_electricity
Hungary,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",261,,total_electricity
Iceland,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",27,,total_electricity
Ireland,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",73,,total_electricity
Italy,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",1251,,total_electricity
Jamaica,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",3.2,1,total_electricity
Japan,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",6986,,total_electricity
Kazakhstan,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",507,,total_electricity
Kyrgyzstan,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",65,,total_electricity
Latvia,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",78,,total_electricity
Lithuania,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",102,,total_electricity
Luxembourg,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",139,,total_electricity
Malta,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",16,,total_electricity
Mexico,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",512,,total_electricity
Morocco,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",268,,total_electricity
Netherlands,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",867,,total_electricity
New Zealand,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",349,,total_electricity
Nicaragua,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",88,,total_electricity
Norway,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",1277,,total_electricity
Other Asia,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",626,,total_electricity
Philippines,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",201.4,,total_electricity
Poland,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",754,,total_electricity
Portugal,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",325,,total_electricity
Republic of Moldova,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",12,,total_electricity
Romania,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",483,,total_electricity
Russian Federation,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",12777,,total_electricity
Senegal,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",34,,total_electricity
Serbia,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",306,,total_electricity
Slovakia,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",59,,total_electricity
Slovenia,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",38,,total_electricity
South Africa,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",107,,total_electricity
Spain,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",2390,,total_electricity
St. Kitts-Nevis,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",7,1,total_electricity
Sweden,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",1079,,total_electricity
Switzerland,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",576,,total_electricity
T.F.Yug.Rep. Macedonia,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",17.55,,total_electricity
Tajikistan,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",122,,total_electricity
Togo,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",27,,total_electricity
Turkey,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",2795,,total_electricity
Ukraine,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",852,,total_electricity
United Kingdom,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",1373,,total_electricity
United States,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",55307,,total_electricity
Zambia,Electricity - Consumption by construction,2014,"Kilowatt-hours, million",17,,total_electricity
Albania,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",286.9,,total_electricity
Algeria,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",1600,,total_electricity
Australia,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",5923,,total_electricity
Austria,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",2209,,total_electricity
Azerbaijan,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",371,,total_electricity
Belarus,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",1544,,total_electricity
Belgium,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",5465,,total_electricity
Benin,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",15,,total_electricity
Bosnia and Herzegovina,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",214,,total_electricity
Botswana,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",93,,total_electricity
Bulgaria,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",1173,,total_electricity
Cameroon,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",210,,total_electricity
Canada,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",5644,,total_electricity
Colombia,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",2428,,total_electricity
Costa Rica,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",623,,total_electricity
CÇïte d'Ivoire,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",634,,total_electricity
Croatia,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",699,,total_electricity
Cyprus,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",161,,total_electricity
Czechia,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",1479,,total_electricity
Denmark,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",2249,,total_electricity
Estonia,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",318,,total_electricity
Finland,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",1610,,total_electricity
France,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",20775,,total_electricity
Gabon,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",159,,total_electricity
Georgia,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",195,,total_electricity
Germany,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",18074,,total_electricity
Greece,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",2175,,total_electricity
Greenland,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",34.5701,,total_electricity
Hungary,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",2082,,total_electricity
Iceland,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",520,,total_electricity
India,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",19503,1,total_electricity
Ireland,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",2004,,total_electricity
Israel,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",1949,,total_electricity
Italy,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",11972,,total_electricity
Jamaica,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",30,1,total_electricity
Japan,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",23566,,total_electricity
Kazakhstan,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",1079,,total_electricity
Kenya,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",293,,total_electricity
"Korea, Republic of",Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",10175,,total_electricity
Kyrgyzstan,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",263,,total_electricity
Latvia,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",280,,total_electricity
Lithuania,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",683,,total_electricity
Luxembourg,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",160,,total_electricity
Malta,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",61,,total_electricity
Mexico,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",2004,,total_electricity
Montenegro,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",36,,total_electricity
Morocco,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",1563,,total_electricity
Netherlands,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",6338,,total_electricity
New Zealand,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",2319,,total_electricity
Norway,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",3029,,total_electricity
Other Asia,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",3884,,total_electricity
Philippines,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",3917.2,,total_electricity
Poland,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",5744,,total_electricity
Portugal,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",1856,,total_electricity
Republic of Moldova,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",380,,total_electricity
Romania,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",1769,,total_electricity
Russian Federation,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",15303,,total_electricity
Senegal,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",153,,total_electricity
Serbia,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",1418,,total_electricity
Slovakia,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",567,,total_electricity
Slovenia,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",281,,total_electricity
South Africa,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",715,,total_electricity
Spain,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",10903,,total_electricity
Swaziland,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",243,,total_electricity
Sweden,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",2452,,total_electricity
Switzerland,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",2600,,total_electricity
T.F.Yug.Rep. Macedonia,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",136.519,,total_electricity
Tajikistan,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",54,,total_electricity
Thailand,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",14769,,total_electricity
Togo,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",4,,total_electricity
Tunisia,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",709,,total_electricity
Turkey,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",6603,,total_electricity
Ukraine,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",4493,,total_electricity
United Kingdom,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",10411,,total_electricity
United States,Electricity - Consumption by food and tobacco,2014,"Kilowatt-hours, million",74053,,total_electricity
Afghanistan,Electricity - Consumption by households,2014,"Kilowatt-hours, million",2204.9,1,total_electricity
Albania,Electricity - Consumption by households,2014,"Kilowatt-hours, million",3500,,total_electricity
Algeria,Electricity - Consumption by households,2014,"Kilowatt-hours, million",17579,,total_electricity
American Samoa,Electricity - Consumption by households,2014,"Kilowatt-hours, million",40.313,,total_electricity
Andorra,Electricity - Consumption by households,2014,"Kilowatt-hours, million",93.012,,total_electricity
Angola,Electricity - Consumption by households,2014,"Kilowatt-hours, million",5421,,total_electricity
Anguilla,Electricity - Consumption by households,2014,"Kilowatt-hours, million",22.6,1,total_electricity
Antigua and Barbuda,Electricity - Consumption by households,2014,"Kilowatt-hours, million",95,1,total_electricity
Argentina,Electricity - Consumption by households,2014,"Kilowatt-hours, million",43880,,total_electricity
Armenia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",2008,,total_electricity
Aruba,Electricity - Consumption by households,2014,"Kilowatt-hours, million",289.7,1,total_electricity
Australia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",58031,,total_electricity
Austria,Electricity - Consumption by households,2014,"Kilowatt-hours, million",17439,,total_electricity
Azerbaijan,Electricity - Consumption by households,2014,"Kilowatt-hours, million",7292,,total_electricity
Bahamas,Electricity - Consumption by households,2014,"Kilowatt-hours, million",794,,total_electricity
Bahrain,Electricity - Consumption by households,2014,"Kilowatt-hours, million",6985,,total_electricity
Bangladesh,Electricity - Consumption by households,2014,"Kilowatt-hours, million",17191,,total_electricity
Barbados,Electricity - Consumption by households,2014,"Kilowatt-hours, million",300.72,,total_electricity
Belarus,Electricity - Consumption by households,2014,"Kilowatt-hours, million",6397,,total_electricity
Belgium,Electricity - Consumption by households,2014,"Kilowatt-hours, million",18942,,total_electricity
Belize,Electricity - Consumption by households,2014,"Kilowatt-hours, million",264.0361111,,total_electricity
Benin,Electricity - Consumption by households,2014,"Kilowatt-hours, million",444,,total_electricity
Bermuda,Electricity - Consumption by households,2014,"Kilowatt-hours, million",236,,total_electricity
Bhutan,Electricity - Consumption by households,2014,"Kilowatt-hours, million",210.96,,total_electricity
Bolivia (Plur. State of),Electricity - Consumption by households,2014,"Kilowatt-hours, million",2806,,total_electricity
Bosnia and Herzegovina,Electricity - Consumption by households,2014,"Kilowatt-hours, million",4605,,total_electricity
Botswana,Electricity - Consumption by households,2014,"Kilowatt-hours, million",927,,total_electricity
Brazil,Electricity - Consumption by households,2014,"Kilowatt-hours, million",132302,,total_electricity
British Virgin Islands,Electricity - Consumption by households,2014,"Kilowatt-hours, million",42,1,total_electricity
Brunei Darussalam,Electricity - Consumption by households,2014,"Kilowatt-hours, million",1339,,total_electricity
Bulgaria,Electricity - Consumption by households,2014,"Kilowatt-hours, million",10590,,total_electricity
Burkina Faso,Electricity - Consumption by households,2014,"Kilowatt-hours, million",225.353,1,total_electricity
Burundi,Electricity - Consumption by households,2014,"Kilowatt-hours, million",129.844,1,total_electricity
Cabo Verde,Electricity - Consumption by households,2014,"Kilowatt-hours, million",93.67,,total_electricity
Cambodia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",2076,,total_electricity
Cameroon,Electricity - Consumption by households,2014,"Kilowatt-hours, million",1135,,total_electricity
Canada,Electricity - Consumption by households,2014,"Kilowatt-hours, million",161568,,total_electricity
Cayman Islands,Electricity - Consumption by households,2014,"Kilowatt-hours, million",275.94,,total_electricity
Central African Rep.,Electricity - Consumption by households,2014,"Kilowatt-hours, million",64,1,total_electricity
Chad,Electricity - Consumption by households,2014,"Kilowatt-hours, million",101,1,total_electricity
Chile,Electricity - Consumption by households,2014,"Kilowatt-hours, million",11372,,total_electricity
China,Electricity - Consumption by households,2014,"Kilowatt-hours, million",717610,,total_electricity
"China, Hong Kong SAR",Electricity - Consumption by households,2014,"Kilowatt-hours, million",12060,,total_electricity
"China, Macao SAR",Electricity - Consumption by households,2014,"Kilowatt-hours, million",913,,total_electricity
Colombia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",21766,,total_electricity
Comoros,Electricity - Consumption by households,2014,"Kilowatt-hours, million",18,1,total_electricity
Congo,Electricity - Consumption by households,2014,"Kilowatt-hours, million",425,,total_electricity
Costa Rica,Electricity - Consumption by households,2014,"Kilowatt-hours, million",3516,,total_electricity
CÇïte d'Ivoire,Electricity - Consumption by households,2014,"Kilowatt-hours, million",2003,,total_electricity
Croatia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",5629,,total_electricity
Cuba,Electricity - Consumption by households,2014,"Kilowatt-hours, million",8005.7,,total_electricity
Cyprus,Electricity - Consumption by households,2014,"Kilowatt-hours, million",1425,,total_electricity
Czechia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",14125,,total_electricity
Dem. Rep. of the Congo,Electricity - Consumption by households,2014,"Kilowatt-hours, million",2753,,total_electricity
Denmark,Electricity - Consumption by households,2014,"Kilowatt-hours, million",10104,,total_electricity
Djibouti,Electricity - Consumption by households,2014,"Kilowatt-hours, million",169,1,total_electricity
Dominica,Electricity - Consumption by households,2014,"Kilowatt-hours, million",41.68,,total_electricity
Dominican Republic,Electricity - Consumption by households,2014,"Kilowatt-hours, million",5225.3,,total_electricity
Ecuador,Electricity - Consumption by households,2014,"Kilowatt-hours, million",6364,,total_electricity
Egypt,Electricity - Consumption by households,2014,"Kilowatt-hours, million",62441,,total_electricity
El Salvador,Electricity - Consumption by households,2014,"Kilowatt-hours, million",1601,,total_electricity
Equatorial Guinea,Electricity - Consumption by households,2014,"Kilowatt-hours, million",176,1,total_electricity
Eritrea,Electricity - Consumption by households,2014,"Kilowatt-hours, million",127,,total_electricity
Estonia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",1739,,total_electricity
Ethiopia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",2435,,total_electricity
Faeroe Islands,Electricity - Consumption by households,2014,"Kilowatt-hours, million",77.974,,total_electricity
Falkland Is. (Malvinas),Electricity - Consumption by households,2014,"Kilowatt-hours, million",2.94,1,total_electricity
Fiji,Electricity - Consumption by households,2014,"Kilowatt-hours, million",220,,total_electricity
Finland,Electricity - Consumption by households,2014,"Kilowatt-hours, million",21362,,total_electricity
France,Electricity - Consumption by households,2014,"Kilowatt-hours, million",149426,,total_electricity
French Guiana,Electricity - Consumption by households,2014,"Kilowatt-hours, million",298,,total_electricity
French Polynesia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",286,1,total_electricity
Gabon,Electricity - Consumption by households,2014,"Kilowatt-hours, million",1077,,total_electricity
Georgia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",2465,,total_electricity
Germany,Electricity - Consumption by households,2014,"Kilowatt-hours, million",129600,,total_electricity
Ghana,Electricity - Consumption by households,2014,"Kilowatt-hours, million",2772,,total_electricity
Greece,Electricity - Consumption by households,2014,"Kilowatt-hours, million",17151,,total_electricity
Greenland,Electricity - Consumption by households,2014,"Kilowatt-hours, million",100.9,,total_electricity
Grenada,Electricity - Consumption by households,2014,"Kilowatt-hours, million",68.2,,total_electricity
Guadeloupe,Electricity - Consumption by households,2014,"Kilowatt-hours, million",724,,total_electricity
Guam,Electricity - Consumption by households,2014,"Kilowatt-hours, million",460,1,total_electricity
Guatemala,Electricity - Consumption by households,2014,"Kilowatt-hours, million",2726,,total_electricity
Guernsey,Electricity - Consumption by households,2014,"Kilowatt-hours, million",304.86,1,total_electricity
Guinea,Electricity - Consumption by households,2014,"Kilowatt-hours, million",270,1,total_electricity
Guinea-Bissau,Electricity - Consumption by households,2014,"Kilowatt-hours, million",15.02,1,total_electricity
Guyana,Electricity - Consumption by households,2014,"Kilowatt-hours, million",288,,total_electricity
Haiti,Electricity - Consumption by households,2014,"Kilowatt-hours, million",189,,total_electricity
Honduras,Electricity - Consumption by households,2014,"Kilowatt-hours, million",2195,,total_electricity
Hungary,Electricity - Consumption by households,2014,"Kilowatt-hours, million",10423,,total_electricity
Iceland,Electricity - Consumption by households,2014,"Kilowatt-hours, million",842,,total_electricity
India,Electricity - Consumption by households,2014,"Kilowatt-hours, million",217405,,total_electricity
Indonesia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",84086,,total_electricity
Iran (Islamic Rep. of),Electricity - Consumption by households,2014,"Kilowatt-hours, million",71163,,total_electricity
Iraq,Electricity - Consumption by households,2014,"Kilowatt-hours, million",15826,,total_electricity
Ireland,Electricity - Consumption by households,2014,"Kilowatt-hours, million",7704,,total_electricity
Isle of Man,Electricity - Consumption by households,2014,"Kilowatt-hours, million",157,,total_electricity
Israel,Electricity - Consumption by households,2014,"Kilowatt-hours, million",15981,,total_electricity
Italy,Electricity - Consumption by households,2014,"Kilowatt-hours, million",64255,,total_electricity
Jamaica,Electricity - Consumption by households,2014,"Kilowatt-hours, million",981.7,,total_electricity
Japan,Electricity - Consumption by households,2014,"Kilowatt-hours, million",273938,,total_electricity
Jersey,Electricity - Consumption by households,2014,"Kilowatt-hours, million",302.8,,total_electricity
Jordan,Electricity - Consumption by households,2014,"Kilowatt-hours, million",6583.4,,total_electricity
Kazakhstan,Electricity - Consumption by households,2014,"Kilowatt-hours, million",11629,,total_electricity
Kenya,Electricity - Consumption by households,2014,"Kilowatt-hours, million",1947.2,,total_electricity
Kiribati,Electricity - Consumption by households,2014,"Kilowatt-hours, million",22.9,1,total_electricity
"Korea, Republic of",Electricity - Consumption by households,2014,"Kilowatt-hours, million",62928,,total_electricity
Kuwait,Electricity - Consumption by households,2014,"Kilowatt-hours, million",27621,,total_electricity
Kyrgyzstan,Electricity - Consumption by households,2014,"Kilowatt-hours, million",7705,,total_electricity
Lao People's Dem. Rep.,Electricity - Consumption by households,2014,"Kilowatt-hours, million",1424,,total_electricity
Latvia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",1747,,total_electricity
Lebanon,Electricity - Consumption by households,2014,"Kilowatt-hours, million",6180,,total_electricity
Lesotho,Electricity - Consumption by households,2014,"Kilowatt-hours, million",250,1,total_electricity
Libya,Electricity - Consumption by households,2014,"Kilowatt-hours, million",4288,,total_electricity
Lithuania,Electricity - Consumption by households,2014,"Kilowatt-hours, million",2656,,total_electricity
Luxembourg,Electricity - Consumption by households,2014,"Kilowatt-hours, million",942,,total_electricity
Madagascar,Electricity - Consumption by households,2014,"Kilowatt-hours, million",554.87,,total_electricity
Malawi,Electricity - Consumption by households,2014,"Kilowatt-hours, million",550,1,total_electricity
Malaysia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",27266,,total_electricity
Maldives,Electricity - Consumption by households,2014,"Kilowatt-hours, million",150,1,total_electricity
Mali,Electricity - Consumption by households,2014,"Kilowatt-hours, million",250,1,total_electricity
Malta,Electricity - Consumption by households,2014,"Kilowatt-hours, million",640,,total_electricity
Martinique,Electricity - Consumption by households,2014,"Kilowatt-hours, million",485.436,1,total_electricity
Mauritania,Electricity - Consumption by households,2014,"Kilowatt-hours, million",236,,total_electricity
Mauritius,Electricity - Consumption by households,2014,"Kilowatt-hours, million",806.5,,total_electricity
Mayotte,Electricity - Consumption by households,2014,"Kilowatt-hours, million",190,,total_electricity
Mexico,Electricity - Consumption by households,2014,"Kilowatt-hours, million",53914,,total_electricity
Micronesia (Fed. States of),Electricity - Consumption by households,2014,"Kilowatt-hours, million",25,1,total_electricity
Mongolia,Electricity - Consumption by households,2014,"Kilowatt-hours, million",1251.4,,total_electricity
Montenegro,Electricity - Consumption by households,2014,"Kilowatt-hours, million",1182,,total_electricity
Montserrat,Electricity - Consumption by households,2014,"Kilowatt-hours, million",5.343,,total_electricity
Morocco,Electricity - Consumption by households,2014,"Kilowatt-hours, million",9577,,total_electricity
Mozambique,Electricity - Consumption by households,2014,"Kilowatt-hours, million",1629,,total_electricity
Myanmar,Electricity - Consumption by households,2014,"Kilowatt-hours, million",4112.83,,total_electricity
Nauru,Electricity - Consumption by households,2014,"Kilowatt-hours, million",10,1,total_electricity
Nepal,Electricity - Consumption by households,2014,"Kilowatt-hours, million",1571,,total_electricity
